theTimes theMdot theDWR theX theY theZ theAltitude theVx theVy theVz thePitch theYaw theAOA theMach thePdyn theFlux theThrust theDrag theAcc theAccProp theGuidFlag theVrel theFPARel theFPA theLON theLAT theNGV theDV_drag theDV_Prop theIncidence theSideslip theApogeeAltitude theInclination theMass Flag_HSSep Flag_MPLSep stage thePOS_ECI_x thePOS_ECI_y thePOS_ECI_z theVEL_ECI_x theVEL_ECI_y theVEL_ECI_z theVREL_ECI_x theVREL_ECI_y theVREL_ECI_z
0.6854784697 2895.3 0 918253.1047 -5530479.736 3031389.236 1.204506261 403.7943058 63.91404354 1.691258998 1.570796327 3.050848418 0.002605131546 0.01034577931 7.590497738 26.72247739 8222652.421 23.98216039 14.94981672 14.94986032 1 3.52051714 1.565375454 0.008611290295 -1.40631231 0.4985072105 14.94981672 9.953046455e-06 10.22929443 -0.00260510399 -1.198233211e-05 -4854.985106 0.4956917607 550015.3342 0 0 1 918253.1047 -5530479.736 3031389.236 403.7943058 63.91404354 1.691258998 0.5053634115 -3.04602885 1.691258998
0.7573935331 2895.3 0 918282.1455 -5530475.151 3031389.364 1.471038978 403.847273 63.59473303 1.869718152 1.570796327 3.050848418 0.002603866383 0.01143751527 9.276707648 36.10501229 8222670.687 29.30543966 14.95550186 14.95555516 1 3.892007128 1.565376656 0.009519915257 -1.40631231 0.4985072106 14.95550186 1.343747591e-05 11.30461936 -0.002603832724 -1.323967764e-05 -4854.5779 0.4956917614 549807.1185 0 0 1 918282.1455 -5530475.151 3031389.364 403.847273 63.59473303 1.869718152 0.5586649575 -3.367457049 1.869718152
0.8293085966 2895.3 0 918311.1901 -5530470.589 3031389.505 1.764302045 403.9002958 63.27506748 2.048372925 1.570796327 3.050848418 0.002602618517 0.01253046401 11.13397204 47.47421309 8222690.784 35.16743944 14.96119365 14.96125764 1 4.263906263 1.565377833 0.01042952568 -1.40631231 0.4985072107 14.96119365 1.765489069e-05 12.38035411 -0.002602578142 -1.449700741e-05 -4854.129685 0.4956917621 549598.9028 0 0 1 918311.1901 -5530470.589 3031389.505 403.9002958 63.27506748 2.048372925 0.6120204587 -3.689240564 2.048372925
0.9371811918 2895.3 0 918354.7642 -5530463.789 3031389.74 2.254380452 403.9799346 62.79490254 2.316722374 1.570796327 3.050848418 0.002600779106 0.0141721664 14.24176376 68.68123583 8222724.37 44.97370219 14.96974386 14.96982573 1 4.822523179 1.565379556 0.01179578833 -1.40631231 0.4985072109 14.96974386 2.552225669e-05 13.99472593 -0.002600727506 -1.638293626e-05 -4853.380304 0.4956917633 549286.5793 0 0 1 918354.7642 -5530463.789 3031389.74 403.9799346 62.79490254 2.316722374 0.6921550251 -4.172582974 2.316722374
1.045053787 2895.3 0 918398.3468 -5530457.041 3031390.005 2.804767903 404.0596988 62.3139364 2.585513269 1.570796327 3.050848418 0.002598978504 0.01581661126 17.73742721 95.46395795 8222762.088 56.00019832 14.97830909 14.9784111 1 5.38206341 1.565381225 0.0131642664 -1.40631231 0.4985072112 14.97830909 3.544035218e-05 15.61002294 -0.002598914296 -1.826873649e-05 -4852.538224 0.4956917647 548974.2558 0 0 1 918398.3468 -5530457.041 3031390.005 404.0596988 62.3139364 2.585513269 0.7724113733 -4.656727215 2.585513269
1.152926382 2895.3 0 918441.9381 -5530450.345 3031390.298 3.415564072 404.1395889 61.83216762 2.854746395 1.570796327 3.050848418 0.002597216643 0.01746380688 21.62275427 128.4938357 8222803.946 68.25176141 14.9868894 14.98701379 1 5.942528599 1.565382841 0.01453495869 -1.40631231 0.4985072114 14.9868894 4.765182866e-05 17.22624702 -0.002597138443 -2.01543522e-05 -4851.603184 0.4956917663 548661.9322 0 0 1 918441.9381 -5530450.345 3031390.298 404.1395889 61.83216762 2.854746395 0.8527897335 -5.141674711 2.854746395
1.260798977 2895.3 0 918485.538 -5530443.701 3031390.621 4.086868844 404.219605 61.3495948 3.124422539 1.570796327 3.050848418 0.002595493454 0.01911376155 25.89953089 168.4484871 8222849.952 81.73319876 14.99548479 14.99563385 1 6.503920392 1.565384405 0.01590786397 -1.40631231 0.4985072117 14.99548479 6.240070015e-05 18.84340002 -0.002595399877 -2.203972763e-05 -4850.574926 0.495691768 548349.6087 0 0 1 918485.538 -5530443.701 3031390.621 404.219605 61.3495948 3.124422539 0.9332903362 -5.627426891 3.124422539
1.42260787 2895.3 0.09504164755 918550.9541 -5530433.833 3031391.159 5.207498509 404.339866 60.62422483 3.529769137 1.570796327 3.050848418 0.002592981026 0.02159388502 33.05255547 242.8618839 8222926.749 104.2718192 15.00840625 15.00859657 1 7.347749078 1.565386651 0.0179713685 -1.40631231 0.4985072121 15.00840625 8.985735613e-05 21.27087567 -0.002592861783 -2.486721827e-05 -4848.857184 0.4956917708 547881.1234 0 0 1 918550.9541 -5530433.833 3031391.159 404.339866 60.62422483 3.529769137 1.054270951 -6.357567075 3.529769137
1.584416763 2895.3 0 918616.3896 -5530424.082 3031391.763 6.464836049 404.460412 59.89703768 3.936116964 1.570796327 3.050848418 0.002590555205 0.02408026338 41.09632551 336.7298083 8223012.916 129.6044269 15.02136184 15.02159859 1 8.193671919 1.565388778 0.02003984497 -1.40631231 0.4985072126 15.02136184 0.0001244097456 23.70045199 -0.002590407174 -2.769385494e-05 -4846.928229 0.495691774 547412.6381 0 0 1 918616.3896 -5530424.082 3031391.763 404.460412 59.89703768 3.936116964 1.175527913 -7.089525858 3.936116964
1.746225656 2895.3 0 918681.8447 -5530414.449 3031392.433 7.859220769 404.5812436 59.1680285 4.343468696 1.570796327 3.050848418 0.002588215739 0.026572925 50.03678953 452.4173655 8223108.474 157.7469018 15.03435165 15.03464007 1 9.041694517 1.565390787 0.0221132887 -1.40631231 0.4985072132 15.03435165 0.0001668985926 26.13213534 -0.002588035796 -3.051945012e-05 -4844.787174 0.4956917775 546944.1529 0 0 1 918681.8447 -5530414.449 3031392.433 404.5812436 59.1680285 4.343468696 1.297062008 -7.823308097 4.343468696
